celebrity,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,placement,第1周_反向均值,第1周_反向25%CI,第1周_反向75%CI,第2周_反向均值,第2周_反向25%CI,第2周_反向75%CI,第3周_反向均值,第3周_反向25%CI,第3周_反向75%CI,第4周_反向均值,第4周_反向25%CI,第4周_反向75%CI,第5周_反向均值,第5周_反向25%CI,第5周_反向75%CI,第6周_反向均值,第6周_反向25%CI,第6周_反向75%CI,第7周_反向均值,第7周_反向25%CI,第7周_反向75%CI,第8周_反向均值,第8周_反向25%CI,第8周_反向75%CI,第9周_反向均值,第9周_反向25%CI,第9周_反向75%CI,第10周_反向均值,第10周_反向25%CI,第10周_反向75%CI,第11周_反向均值,第11周_反向25%CI,第11周_反向75%CI
Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,12,5,0.0844524392212729,0.05502071426053907,0.11458712939903162,0.0844524392212729,0.05502071426053907,0.11458712939903162,0.09082935581982451,0.060354836224057344,0.12187820485272063,0.09765780558066227,0.06582929182657593,0.13059082666167562,0.10590977608079244,0.07280322355276035,0.1410379271249259,0.11789304925150666,0.08251536421762141,0.15616441498292538,0.13127061519268898,0.09288722882000776,0.17136831753093013,0.1522648022881953,0.10871962053778472,0.19677727494525782,,,,,,,,,
Wendy Williams,Tony Dovolani,TV Personality,New Jersey,United States,46,12,10,0.07127731881358264,0.052721486569641804,0.09209622116580746,0.07127731881358264,0.052721486569641804,0.09209622116580746,0.07655518057711064,0.05727034261854651,0.09863557911830914,,,,,,,,,,,,,,,,,,,,,,,,
Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,12,6,0.09340480403020217,0.06319968203439773,0.12284335704475996,0.09340480403020217,0.06319968203439773,0.12284335704475996,0.09988107735954012,0.06905105114547688,0.1311989758747132,0.10757338772395869,0.07570973919453436,0.14002964236013526,0.11586309833896272,0.08180703433523615,0.15001149314432094,0.12792060734498936,0.09188767339348751,0.1644736214361988,0.14161469147697733,0.10347616123493666,0.18085287119247556,,,,,,,,,,,,
Elisabetta Canalis,Valentin Chmerkovskiy,Actor/Actress,,Italy,33,13,11,0.10934735375550737,0.07304883735548778,0.14133893808247427,0.11523453863524147,0.0769069854835851,0.1489095153383209,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,13,6,0.06730477997359997,0.04440053484150648,0.09200716462648133,0.07155725496820009,0.047898570905758386,0.09770629263478037,0.08037494983118793,0.05658306010015741,0.10843706464865524,0.09119029567584153,0.06582255982534607,0.12117820588417942,0.10106298508321143,0.07325607470904802,0.1335896986488658,0.11145172046291445,0.08229601079402295,0.14656432868296682,0.12451355651473717,0.09411726998402206,0.1609186435900576,,,,,,,,,,,,
Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,13,3,0.07386991710511012,0.040845928043080564,0.11180046518791317,0.07841419835638576,0.043703263396171234,0.11719215210652179,0.08822892294568137,0.05165053666316418,0.12938895002249085,0.09990412016631586,0.06067405269363443,0.14377657783707107,0.11088801807401227,0.06858934320881013,0.15691792465910198,0.12139869978536805,0.07841865329830491,0.16955968035036129,0.13603624578159706,0.09145747665444365,0.18637162145971922,0.15519991823642215,0.107744052683933,0.20837050030584486,0.18003707796397556,0.12784137177570398,0.24025222505134608,0.2218189747200044,0.16642005040696567,0.28578422814304905,,,
J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,13,1,0.10448721981148958,0.0593817490839476,0.14839810604312348,0.11030938058001169,0.0642116263069356,0.15590920650804221,0.1222791775568188,0.07328030448096581,0.17211518873367598,0.13642688492168054,0.08543159348783298,0.18887043640317927,0.14927546719219284,0.09440090830176845,0.2056527268360362,0.16265263104164068,0.10660972438578929,0.2212807580498045,0.18015118491088514,0.12089351594237664,0.24477897392407355,0.20243922294895697,0.139114859771983,0.2710159685269806,0.2334528440705771,0.16639129708855083,0.30577862049524146,0.2794889206890823,0.2061686560858345,0.36117578983449994,,,
Metta World Peace (Ron),Peta Murgatroyd,Athlete,New York,United States,31,13,12,0.06029364820337989,0.04454421614243885,0.07855865317824964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,13,4,0.07475232607421003,0.047046815020159005,0.1049217666652319,0.07959421214124394,0.051266345485362234,0.11097874136235147,0.08919389776885613,0.05866808479324373,0.12222391523555819,0.10069632958702496,0.06863869686101731,0.13492878609494316,0.11132377628030962,0.07737258564245082,0.14957692910686501,0.12215034727954843,0.08670949389556415,0.1623732105805294,0.13542579605564584,0.09601336305494199,0.1779775445504155,0.1546935621505449,0.11368317696994416,0.20183874988428518,0.18034585102216993,0.13889429900866898,0.2328036179367624,,,,,,
Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,13,9,0.07175983012575912,0.050868033652892025,0.09404025777316481,0.07663161960335392,0.054922364228613185,0.10039922032285166,0.0865264197905117,0.06385685434290315,0.11258591187886668,0.09838736064098394,0.07320062388414701,0.12583787966676055,,,,,,,,,,,,,,,,,,,,,
Kristin Cavallari,Mark Ballas,TV Personality,Colorado,United States,24,13,10,0.10186655802480109,0.06542908205793783,0.13784330672575718,0.1078316893572907,0.0693299814504538,0.1451141136847851,0.12054978111403952,0.07836484973118928,0.16086141422298905,,,,,,,,,,,,,,,,,,,,,,,,
Carson Kressley,Anna Trebunskaya,TV Personality,Pennsylvania,United States,41,13,8,0.06001294002876978,0.041251839914511035,0.08114801709882347,0.06395568719708927,0.04427165450088791,0.08533239486599938,0.07225964142774638,0.05042864398286553,0.09519506938631805,0.08233002412703172,0.05889048846008028,0.10842328661981691,0.09108835648290403,0.0665623108874455,0.11934870695592202,,,,,,,,,,,,,,,,,,
Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,13,7,0.06418189437944279,0.044400200853934785,0.0862170519234801,0.06826987189005669,0.04834041358013056,0.0913602952217106,0.07674318384630979,0.055285346070064426,0.10132054345809625,0.0864113642296545,0.0641719869761924,0.11392407183377573,0.09558454335015715,0.07124974537382565,0.12536897138077902,0.10503028037649545,0.07909200036065926,0.1364306190299409,,,,,,,,,,,,,,,
Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,13,5,0.0671289847772727,0.04318347591837986,0.09199366670466434,0.07123954607213032,0.046320657211763865,0.0972241310962076,0.08050629974681195,0.05282598921283442,0.10813757367531306,0.0909254746593025,0.061967476741652774,0.12050668954474258,0.10036070313855751,0.0700930048369202,0.1330993179273457,0.11016559918123169,0.07813534619456752,0.1450023152651628,0.1233823828633991,0.08873234253125738,0.16227229510773217,0.14068081379537475,0.10466368033416527,0.18206306969152328,,,,,,,,,
Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,13,2,0.24706805700719037,0.15458694707080142,0.3268753517414135,0.2578685366293344,0.16210879568082118,0.3397134292374879,0.2809887564992266,0.18207071739772865,0.36970688070640456,0.3077169046880421,0.2032293630437363,0.3995664956044617,0.3314391656876513,0.22362243377604607,0.42419550064766,0.35541201571524134,0.24269977557780664,0.45294004576386493,0.38514566628156116,0.2664494657176995,0.4885108539109365,0.42564936596984476,0.30240448299474865,0.5325767806032826,0.47765727706334393,0.35094938322215463,0.5935234818315172,0.5589991903460511,0.42308699315030696,0.6860267057472664,,,
William Levy,Cheryl Burke,Actor/Actress,,Cuba,31,14,3,0.06297157427613956,0.015381978285540748,0.10342517212385255,0.06297157427613956,0.015381978285540748,0.10342517212385255,0.06693936164342588,0.017981525348440792,0.10944082333785418,0.07241601463549018,0.02188685896388104,0.11729888379325236,0.07766266465114373,0.024851728722691264,0.12425451368668769,0.08485352480741862,0.029325526973047092,0.13617574828869128,0.0937998408113617,0.03570009732459207,0.14589582396871953,0.1048401170324672,0.04445713727035108,0.16201873348520482,0.15227665092489107,0.07930495725783901,0.22437020115949985,0.27812023464160096,0.2041318925323471,0.35495124976438375,,,
Jack Wagner,Anna Trebunskaya,Actor/Actress,Missouri,United States,52,14,11,0.07461026241256076,0.05299124810893899,0.09592153358241477,0.07461026241256076,0.05299124810893899,0.09592153358241477,0.0789857587471577,0.05666795161217479,0.1008910177449655,,,,,,,,,,,,,,,,,,,,,,,,
Sherri Sheperd,Valentin Chmerkovskiy,Actor/Actress,Illinois,United States,44,14,10,0.06408848869035869,0.04699921310897397,0.08327595832293334,0.06408848869035869,0.04699921310897397,0.08327595832293334,0.06819595641689385,0.050726004016293624,0.08806216629310509,0.07381432724277076,0.0560278390076791,0.09470093004827684,,,,,,,,,,,,,,,,,,,,,
Jaleel White,Kym Johnson,Actor/Actress,California,United States,35,14,7,0.07234946598958157,0.05173678778744271,0.09629123735969797,0.07234946598958157,0.05173678778744271,0.09629123735969797,0.07670074585031188,0.05565419722727883,0.10200900313985277,0.08275524045122437,0.060747451991044144,0.10926585352231029,0.08882896468184404,0.06615752594861814,0.11655597210592027,0.09632630462406695,0.07303987789383531,0.12539901644689125,0.10647475745053228,0.08203211891829269,0.1373755832913221,,,,,,,,,,,,
Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20,14,6,0.14674926759831622,0.08614951628607337,0.1974386312610057,0.14674926759831622,0.08614951628607337,0.1974386312610057,0.15419177496929495,0.09094099420084938,0.20829801255284755,0.16396005273902442,0.09721473630331301,0.2199506171941345,0.17403935607273063,0.10523813076746752,0.23278631631240845,0.18621357161630825,0.11456236685211224,0.24927699451433796,0.2005756833219961,0.12563878793417088,0.2648786247731518,0.2192774504360789,0.14037496654866144,0.28865826487867385,,,,,,,,,
Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,California,United States,47,14,5,0.07018131218641883,0.04812851502188309,0.09379229304281854,0.07018131218641883,0.04812851502188309,0.09379229304281854,0.07427416061467315,0.05154983189326008,0.09906068685215694,0.0801474216353166,0.05711584910392289,0.10654842908768557,0.086059657092252,0.06205351218831528,0.11386230554185345,0.09306672257007588,0.06798401240814493,0.12214763433707575,0.10218212685577334,0.07580135041299567,0.13322433708278414,0.11365239046148011,0.08494274903992306,0.14615519497889395,,,,,,,,,
Martina Navratilova,Tony Dovolani,Athlete,,Czechoslovakia,55,14,12,0.061503454544609225,0.04558956520613671,0.079702710694939,0.061503454544609225,0.04558956520613671,0.079702710694939,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,14,1,0.06416737270309554,0.01929946630870113,0.10626252490551884,0.06416737270309554,0.01929946630870113,0.10626252490551884,0.06808282193532372,0.022172228061696123,0.11060252853250074,0.07337513002086041,0.025882599534849015,0.11802793437401418,0.07913145291064771,0.030224069119251122,0.12641455537593538,0.0861580986281196,0.035279340490879704,0.13586383670706723,0.09488051617455803,0.041744919864965174,0.14588651089228694,0.10580144418767722,0.050336698415186905,0.16163450820721897,0.1529124995286338,0.08462789592123257,0.22424883885257568,0.2766874796227487,0.2102463081241995,0.3523897215961258,,,
Gavin DeGraw,Karina Smirnoff,Singer/Rapper,New York,United States,35,14,9,0.06747915384340053,0.049041178632746124,0.08729736559790795,0.06747915384340053,0.049041178632746124,0.08729736559790795,0.07154668595453861,0.05196153407177546,0.09230663811841694,0.07729775016518065,0.05705410649128284,0.09982677493044656,0.08325682843268864,0.06221394169043235,0.10704112157321424,,,,,,,,,,,,,,,,,,
Gladys Knight,Tristan MacManus,Singer/Rapper,Georgia,United States,67,14,8,0.07106541765909628,0.04961598227319009,0.09343317274600244,0.07106541765909628,0.04961598227319009,0.09343317274600244,0.07516122527059102,0.053014662554203285,0.09834296543114165,0.08105956934339005,0.05809376943160388,0.10526940657385114,0.08685957134119654,0.06336113392541143,0.11164745826677443,0.09407502196474127,0.06985133095286741,0.12054330554465816,,,,,,,,,,,,,,,
Katherine Jenkins,Mark Ballas,Singer/Rapper,,Wales,31,14,2,0.1808945897669288,0.09512141259087324,0.249166980645795,0.1808945897669288,0.09512141259087324,0.249166980645795,0.1891465776287115,0.10169268938286993,0.25927019984929284,0.20037599142354662,0.11134154726141157,0.27274996563516696,0.21128469284954346,0.11913491257150347,0.2876232747708216,0.225139521619339,0.12947482179630115,0.3038105017148073,0.24226156818333827,0.1422117047397239,0.32633931945887007,0.2629097983822459,0.16181359977718854,0.3499813420584598,0.3485568068276144,0.2317047386369772,0.4556284756173617,0.5591567292814246,0.4240308322265733,0.6757083852972745,,,
Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,14,4,0.26333155527781205,0.16800919524528451,0.33949676939336554,0.26333155527781205,0.16800919524528451,0.33949676939336554,0.27500079529220056,0.17590407621516874,0.35337754709645114,0.29099330429853476,0.18717261498576387,0.3711037708306903,0.3070757758905476,0.19925208412182913,0.3942835755399532,0.3262476091547286,0.21373758245368998,0.41910751765107734,0.3492805256139992,0.2301393725551112,0.4443911937371312,0.3785349520015466,0.2498064532918288,0.484236453896085,0.4985880915726144,0.34601904304307285,0.6359704863266196,,,,,,
Gilles Marini,Peta Murgatroyd,Actor/Actress,,France,36,15,6,0.10167703516416127,0.05076791770088507,0.14470680997031748,0.1068380935807077,0.05331519729195121,0.15315143247941845,0.1147188575578861,0.059093240059532884,0.16287945314775587,0.13566681089020596,0.07339101768420411,0.18830389664826838,0.1465976774348733,0.08083186442526728,0.20238882305987121,0.1465976774348733,0.08083186442526728,0.20238882305987121,0.21093900683920205,0.13257503131096487,0.2830800757154086,0.21093900683920205,0.13257503131096487,0.2830800757154086,,,,,,,,,
Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,15,8,0.27561167583868335,0.1410957448822084,0.39369629170545606,0.287013875114498,0.14727838921805897,0.4084657229990645,0.30421683962870427,0.15768757831814317,0.43263133706894663,0.3501703733445994,0.18568780754896194,0.4943577680669712,0.37315284095286744,0.2003193795103871,0.5269685761298183,0.37315284095286744,0.2003193795103871,0.5269685761298183,,,,,,,,,,,,,,,
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,61,15,7,0.03745733162218203,0.016065014536278725,0.05839846056405291,0.0400068594167422,0.018050259708952625,0.061969506942617526,0.04401437671362359,0.021248679480152795,0.06747490552282898,0.055263527868171174,0.02994066146022155,0.0807942496776543,0.060922598053846456,0.03442593308869008,0.08810219568537427,0.060922598053846456,0.03442593308869008,0.08810219568537427,0.09837150038543559,0.07206639900731007,0.1281070557136951,0.09837150038543559,0.07206639900731007,0.1281070557136951,,,,,,,,,
Kelly Monaco,Valentin Chmerkovskiy,Actor/Actress,Pennsylvania,United States,36,15,3,0.06912195049074071,0.02537255031693818,0.10917346233733709,0.07281689802378205,0.027555062828827685,0.11383412327681511,0.07836001747322158,0.03155254839984842,0.1215145848215269,0.0941160383208238,0.04227396818600217,0.14032166774028024,0.10230923614784485,0.048173603640609644,0.15167320121311312,0.10230923614784485,0.048173603640609644,0.15167320121311312,0.14973782714001538,0.09036296104316296,0.20559097716096994,0.14973782714001538,0.09036296104316296,0.20559097716096994,0.2028569825073871,0.13734267642709197,0.2676879294193423,0.27941155992430344,0.2091938199014205,0.35477306685032817,,,
Apolo Anton Ohno,Karina Smirnoff,Athlete,Washington,United States,30,15,5,0.053195133326513766,0.021078131767786917,0.08168711244123476,0.0564678078621595,0.022786917782809196,0.08665794572638509,0.06160439341263445,0.02665271482281802,0.09350849398042382,0.07543735465026966,0.03600116441128701,0.11079837188923991,0.08250918153772233,0.04102787773131591,0.12017164515795972,0.08250918153772233,0.04102787773131591,0.12017164515795972,0.1278252770298307,0.08407102233423613,0.17177628801479394,0.1278252770298307,0.08407102233423613,0.17177628801479394,0.17766503643549816,0.1294166612516361,0.22883179264604944,,,,,,
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,43,15,4,0.034889933768581544,0.012595103367381765,0.055995114024863735,0.03767772914253077,0.01501284763646541,0.05938603138842324,0.0416593765118617,0.01767074619995928,0.06459643652491384,0.052701246205991564,0.02550307394500372,0.07900430312181689,0.05864090716359704,0.030374204412577887,0.08624635167350594,0.05864090716359704,0.030374204412577887,0.08624635167350594,0.09476040296804888,0.06373546117740617,0.1277766887528989,0.09476040296804888,0.06373546117740617,0.1277766887528989,0.13645578059391825,0.10011372768864289,0.1767837252366657,,,,,,
Shawn Johnson,Derek Hough,Athlete,Iowa,United States,20,15,2,0.04488767390453026,0.012738101890151007,0.07363844877050693,0.04779270662113248,0.014362291380191091,0.07760309969425813,0.05239716452120694,0.01786609305267426,0.08506644792017787,0.06487178366528641,0.026296654768362786,0.10199389428731208,0.07164789828259992,0.030988625349291032,0.11112687169979453,0.07164789828259992,0.030988625349291032,0.11112687169979453,0.11101803328531022,0.06802814488756498,0.15462369394802597,0.11101803328531022,0.06802814488756498,0.15462369394802597,0.1545431441238149,0.11011979699647224,0.2058637398481603,0.22153008058650678,0.16282243060391355,0.2889511470107602,,,
Pamela Anderson,Tristan MacManus,Model,,Canada,45,15,13,0.05607574621143532,0.04124633942367881,0.07218573447012196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helio Castroneves,Chelsie Hightower,Racing Driver,,Brazil,37,15,10,0.1039225111738887,0.06791237371506158,0.14035938402511347,0.10906759713613955,0.07215900755165773,0.14741090472142254,0.11695946106958272,0.0775808037656436,0.1560133990529779,,,,,,,,,,,,,,,,,,,,,,,,
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,35,15,12,0.07531561755379647,0.05486606855532258,0.09497086797353714,0.07937715223728745,0.05861742444397966,0.0998673611030072,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drew Lachey,Anna Trebunskaya,Singer/Rapper,Ohio,United States,36,15,11,0.059004753743642745,0.04141569502139962,0.07748190356492783,0.06253454195016811,0.04433989867660215,0.08167286322614009,0.0678781524123693,0.048107928107701294,0.088467735232333,,,,,,,,,,,,,,,,,,,,,,,,
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,21,15,9,0.06149272868620386,0.04530739836398802,0.08060983861481295,0.06497628436312354,0.048128486960871034,0.08491295607033296,0.07004305399630019,0.05241329645689628,0.0912709256869425,0.08461332109689979,0.0643495759569908,0.10797812438498439,,,,,,,,,,,,,,,,,,,,,
Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,29,15,1,0.16869141494805936,0.09386939033313602,0.2364346396662407,0.1757396524645157,0.09896166097151152,0.24674095551115555,0.18651621556611467,0.10746588790335014,0.25998766313748917,0.21565393282051326,0.1289527866363005,0.29507777685575676,0.23018749288962656,0.14094626392556553,0.3106405936155155,0.23018749288962656,0.14094626392556553,0.3106405936155155,0.3184557159276315,0.20965533705602868,0.4063459049004433,0.3184557159276315,0.20965533705602868,0.4063459049004433,0.4140796853803843,0.2913799301464757,0.5186895119845836,0.5474917333747074,0.4102997684161016,0.6574065905581243,,,
Ingo Rademacher,Kym Johnson,Actor/Actress,,Germany,41,16,5,0.07598718024432498,0.048685683056929475,0.10494092699687356,0.07598718024432498,0.048685683056929475,0.10494092699687356,0.08062662513551366,0.05236697655256364,0.1108091840458992,0.08596809979934024,0.05740921035821303,0.11701677969439712,0.09250001609615723,0.06410067130684127,0.12509522108323218,0.10053654642350954,0.07005375876137707,0.1341290562716483,0.10972368234183068,0.0783000178577021,0.14516189995098364,0.12272820181910077,0.09002566686890676,0.16080084651881327,0.13879874236296183,0.10360860495551241,0.1797597662951273,,,,,,
Zendaya,Valentin Chmerkovskiy,Actor/Actress,California,United States,16,16,2,0.24288840686322913,0.1141693689544551,0.3561290095057438,0.24288840686322913,0.1141693689544551,0.3561290095057438,0.253495555082686,0.12179305563892415,0.36967435446530783,0.2655316612034036,0.13015400278295788,0.38743105044965187,0.2794830266546986,0.13923951613913613,0.4018277629426674,0.2973752910233545,0.15242329679891903,0.42606616565181804,0.3162644809691303,0.16497973297882038,0.4514854730405913,0.3431131942199287,0.18604901350272168,0.4841715398065336,0.37503815475901575,0.21080769294229337,0.5240860734422147,0.41572015406487584,0.24523546624548903,0.5701166494109908,,,
Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,16,12,0.06361144902921655,0.048778660587601934,0.08080921151182804,0.06361144902921655,0.048778660587601934,0.08080921151182804,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Ortiz,Lindsay Arnold,Athlete,Kansas,United States,26,16,8,0.06663157599859972,0.04673640851824607,0.08948241532398364,0.06663157599859972,0.04673640851824607,0.08948241532398364,0.07074935764468787,0.05016336618352246,0.0941239717537231,0.07595630264770925,0.05440620786348018,0.10082701948394862,0.08156143473541938,0.059181624087128015,0.10689126808351931,0.08905505785945347,0.06615589592284828,0.11619782867741857,,,,,,,,,,,,,,,
Alexandra Raisman,Mark Ballas,Athlete,Massachusetts,United States,18,16,4,0.09569265332591936,0.05751266367104653,0.13428912606520302,0.09569265332591936,0.05751266367104653,0.13428912606520302,0.1012047714952369,0.0626323238397237,0.14083628648602628,0.10745336414762127,0.0682483440096921,0.1495187058982486,0.1151941795002277,0.07505015334196845,0.15870298784378767,0.12476362100210182,0.08316997764615526,0.1697544874225917,0.13545977794977063,0.0909728399381406,0.18302017829220174,0.15144592570784976,0.10399484168025516,0.20181464932733678,0.17028730802026362,0.12352283270250913,0.22342046249647363,0.1955772622639489,0.14370456878628626,0.2532424343268677,,,
Jacoby Jones,Karina Smirnoff,Athlete,Louisiana,United States,28,16,3,0.0829954469241349,0.0512905525116079,0.11542584641078225,0.0829954469241349,0.0512905525116079,0.11542584641078225,0.08798037724888015,0.05617861449895459,0.1215103544260465,0.09403384487845606,0.06143928020416742,0.1296992019061134,0.10092672277849904,0.06688858387025377,0.13791380255333147,0.10992433672348918,0.07527545385069645,0.14924397654060262,0.11942535446086777,0.08327963771068791,0.15991211735052696,0.13337537552857456,0.09568296800585085,0.17560045941900781,0.1504634729825678,0.11091265454938617,0.19733233698789465,0.17408780322733536,0.1322314176246827,0.2248643838402816,,,
D. L. Hughley,Cheryl Burke,Comedian,Virginia,United States,50,16,9,0.07301613369472848,0.0542855723576325,0.0942702221194108,0.07301613369472848,0.0542855723576325,0.0942702221194108,0.07727096364501111,0.05749891637487908,0.10004731029799131,0.0821281841394416,0.061401030717191836,0.10526193941639417,0.08839236997469535,0.06692899830899646,0.11304203565671243,,,,,,,,,,,,,,,,,,
Andy Dick,Sharna Burgess,Comedian,South Carolina,United States,47,16,7,0.0791055255273407,0.05764494374382641,0.10321628393206919,0.0791055255273407,0.05764494374382641,0.10321628393206919,0.08385651908926448,0.06123952127872993,0.10946208782596381,0.08917376546955282,0.0663671851253171,0.11529414626842685,0.09573864249616433,0.07156366841965635,0.12303276627080725,0.10359830141861967,0.07866817431829767,0.13122940462299917,0.11283071271556677,0.08583515106651954,0.14273357906070694,,,,,,,,,,,,
Wynonna Judd,Tony Dovolani,Singer/Rapper,Kentucky,United States,48,16,11,0.06489513136663588,0.04894034959261111,0.0840422114717818,0.06489513136663588,0.04894034959261111,0.0840422114717818,0.068992240367561,0.052902886489401,0.08907530904943758,,,,,,,,,,,,,,,,,,,,,,,,
Kellie Pickler,Derek Hough,Singer/Rapper,North Carolina,United States,26,16,1,0.24525767244095403,0.12149046995610549,0.3528473581045042,0.24525767244095403,0.12149046995610549,0.3528473581045042,0.25598254689036964,0.12889516487128963,0.3690331438071883,0.268202479512997,0.13671433222222124,0.38301461126502834,0.28238268402418826,0.1486103234224092,0.4007307441975575,0.30025224100707637,0.16107265380512373,0.4226559630633454,0.31981111268568674,0.17576466675106406,0.4495710557766764,0.34687939783585137,0.19848424274885745,0.4813888212374128,0.37888597585351386,0.22350578229193177,0.5202907647791547,0.4205578643577893,0.2521695180845517,0.5739679180272028,,,
Lisa Vanderpump,Gleb Savchenko,TV Personality,,England,52,16,10,0.06652814646385152,0.04883392612513212,0.0865409513446565,0.06652814646385152,0.04883392612513212,0.0865409513446565,0.07070843829567179,0.05221265717487277,0.09217900706605293,0.07573973633894546,0.0565536694835513,0.0983985455159285,,,,,,,,,,,,,,,,,,,,,
Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,16,6,0.07432556511896639,0.051199600020234715,0.09979909092884924,0.07432556511896639,0.051199600020234715,0.09979909092884924,0.07889433013321787,0.05549602340679394,0.10499285000821199,0.08425315663486242,0.05934379794658483,0.11177771754160086,0.09043564986839453,0.06449318251500868,0.11863566765010611,0.09882550867149362,0.07051519201273891,0.1289530167107254,0.10798113925475071,0.07851238776867803,0.14069786265148027,0.1208267922508127,0.0889265198036591,0.1568364424155546,,,,,,,,,
Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,10,0.06750008290770229,0.0500802261048296,0.08732789718779507,0.06750008290770229,0.0500802261048296,0.08732789718779507,0.07165892572001244,0.05371632358845056,0.09225945043152428,0.07642175233879209,0.05715323613792683,0.09846513363009149,,,,,,,,,,,,,,,,,,,,,
Brant Daugherty,Peta Murgatroyd,Actor/Actress,Ohio,United States,28,17,7,0.05342381205568405,0.027917128954669107,0.07817031950997194,0.05342381205568405,0.027917128954669107,0.07817031950997194,0.057282593281402686,0.030740230080865596,0.08234981361991822,0.0623125899259167,0.03432608491814241,0.08788350264797669,0.0675337165781931,0.038262415352221205,0.09473150316037154,0.1051863764367771,0.07934433396858251,0.13523624255963168,0.1051863764367771,0.07934433396858251,0.13523624255963168,0.11760208587430027,0.08905648113468131,0.1491504996374527,,,,,,,,,
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,6,0.10925007830810744,0.05809556117258674,0.15276299240357333,0.10925007830810744,0.05809556117258674,0.15276299240357333,0.11547885838655231,0.062040453559316526,0.1616974033697596,0.1229391036435907,0.06721335179367734,0.1713895271082411,0.13171747831926625,0.07510865083286357,0.18294837517403523,0.18715737388699738,0.11753065427339285,0.2486252346384438,0.18715737388699738,0.11753065427339285,0.2486252346384438,0.20541454846868198,0.1317084690684833,0.2734699920967799,0.2269442754897628,0.1484961650425243,0.30387836184217387,,,,,,
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,5,0.04991534925566893,0.021188890953613766,0.07557356006831906,0.04991534925566893,0.021188890953613766,0.07557356006831906,0.05365109691313885,0.02393544910125872,0.08086084020204301,0.05821254061532061,0.027542421411114935,0.08641417464033005,0.06347559133693806,0.03107218720985442,0.09245524554803942,0.09545865785623962,0.061613402856859886,0.1281357957739368,0.09545865785623962,0.061613402856859886,0.1281357957739368,0.10674173610928576,0.07064243435177055,0.14164699125830318,0.12084420145431533,0.08323027314083857,0.1588557266895701,0.15529264534384632,0.1140319332088944,0.19980341278696923,,,
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2,0.0796277990889244,0.031622393077705896,0.12059994079026823,0.0796277990889244,0.031622393077705896,0.12059994079026823,0.08455447684424681,0.03465746960659202,0.12696250406729068,0.09056348804771697,0.0389534507113885,0.13593807637097594,0.09746105264491407,0.04365993023716702,0.14522739584827735,0.14170667681077828,0.08458687454542917,0.1939901659023559,0.14170667681077828,0.08458687454542917,0.1939901659023559,0.15646988728478842,0.09801744143751573,0.21312631467619325,0.1744332805523811,0.11091016640062373,0.23541037888986188,0.21723085701862588,0.1477183706760019,0.2841013589981801,0.25166576831926424,0.17647059640183269,0.32385997838945996
