TripID,UserID,StartTime,EndTime,StartLoc_X,StartLoc_Y,EndLoc_X,EndLoc_Y,Battery_Start,Battery_End
14005,U1172,2025-10-15 07:02:56,2025-10-15 07:07:56,307,1650,1128,984,49,45.0
14006,U0980,2025-10-15 07:35:01,2025-10-15 07:40:01,146,117,866,740,65,61.5
14007,U1021,2025-10-15 07:19:34,2025-10-15 07:24:34,1596,160,1010,834,99,96.3
14008,U0405,2025-10-15 07:04:10,2025-10-15 07:09:10,1569,230,859,1145,59,55.1
14009,U0216,2025-10-15 07:19:46,2025-10-15 07:24:46,175,136,882,1099,83,79.3
14010,U0157,2025-10-15 07:21:20,2025-10-15 07:26:20,360,1728,817,864,56,52.7
14011,U0832,2025-10-15 07:54:00,2025-10-15 07:57:00,393,1716,898,1308,78,75.6
14012,U1148,2025-10-15 07:44:47,2025-10-15 07:51:47,0,181,1101,776,59,55.2
14013,U0645,2025-10-15 07:38:21,2025-10-15 07:45:21,218,1729,991,793,65,60.3
14014,U1179,2025-10-15 07:29:19,2025-10-15 07:37:19,1616,34,871,1213,76,70.9
14015,U1263,2025-10-15 07:36:39,2025-10-15 07:41:39,228,1692,875,1029,49,46.2
14016,U1025,2025-10-15 07:03:45,2025-10-15 07:07:45,296,1631,904,1163,80,77.6
14017,U0125,2025-10-15 08:54:12,2025-10-15 08:59:12,63,289,1233,873,78,72.8
14018,U0563,2025-10-15 08:42:49,2025-10-15 08:47:49,1531,217,737,1143,59,54.3
14019,U1236,2025-10-15 08:36:07,2025-10-15 08:42:07,45,10,713,1145,51,47.0
14020,U1347,2025-10-15 08:48:01,2025-10-15 08:52:01,310,1618,940,1138,40,37.0
14021,U1446,2025-10-15 08:51:04,2025-10-15 08:58:04,172,223,851,1141,78,74.1
14022,U0079,2025-10-15 08:15:44,2025-10-15 08:21:44,288,1745,1028,898,94,89.8
14023,U0742,2025-10-15 08:39:44,2025-10-15 08:43:44,1619,157,1266,1012,73,70.1
14024,U0489,2025-10-15 08:10:49,2025-10-15 08:17:49,308,1736,1072,822,82,78.1
14025,U0123,2025-10-15 08:25:25,2025-10-15 08:30:25,483,1828,966,946,69,65.3
14026,U1447,2025-10-15 08:15:30,2025-10-15 08:20:30,1311,214,1053,1154,51,47.8
14027,U0909,2025-10-15 08:43:14,2025-10-15 08:50:14,98,153,1194,994,89,84.0
14028,U0553,2025-10-15 08:51:47,2025-10-15 08:57:47,1588,208,828,1219,87,82.7
14029,U0936,2025-10-15 08:26:54,2025-10-15 08:30:54,186,1777,795,1161,59,55.7
14030,U0820,2025-10-15 08:09:10,2025-10-15 08:14:10,355,1631,1020,1085,93,90.3
14031,U1276,2025-10-15 08:40:03,2025-10-15 08:45:03,1527,204,1187,904,47,43.9
14032,U0688,2025-10-15 08:14:08,2025-10-15 08:17:08,250,1762,687,1209,50,47.3
14033,U0256,2025-10-15 08:55:07,2025-10-15 09:00:07,1628,218,997,1035,40,36.9
14034,U0996,2025-10-15 08:19:19,2025-10-15 08:28:19,0,24,1016,1145,65,59.6
14035,U0118,2025-10-15 08:31:58,2025-10-15 08:38:58,1608,159,773,1227,79,73.9
14036,U0519,2025-10-15 08:33:19,2025-10-15 08:37:19,1681,211,1143,994,49,46.1
14037,U0771,2025-10-15 08:20:45,2025-10-15 08:28:45,126,0,1145,1089,45,40.4
14038,U0309,2025-10-15 08:13:35,2025-10-15 08:20:35,46,220,1300,1080,88,83.4
14039,U0754,2025-10-15 08:17:50,2025-10-15 08:22:50,1522,126,886,1111,67,63.4
14040,U0356,2025-10-15 08:41:31,2025-10-15 08:47:31,1801,92,862,745,51,47.2
14041,U0073,2025-10-15 08:09:24,2025-10-15 08:14:24,1791,127,1270,1069,96,92.2
14042,U0068,2025-10-15 08:57:37,2025-10-15 09:00:37,385,1596,737,1292,73,71.5
14043,U1227,2025-10-15 08:56:39,2025-10-15 08:59:39,323,1690,866,1196,82,79.3
14044,U0186,2025-10-15 08:59:45,2025-10-15 09:04:45,1463,127,893,1144,57,52.8
14045,U0915,2025-10-15 08:22:35,2025-10-15 08:27:35,421,1823,1102,1033,95,91.6
14046,U1455,2025-10-15 08:14:30,2025-10-15 08:18:30,367,1791,1030,1108,80,76.4
14047,U0737,2025-10-15 08:03:44,2025-10-15 08:07:44,1524,182,1413,949,65,62.3
14048,U0926,2025-10-15 08:22:15,2025-10-15 08:25:15,1551,173,987,739,73,70.2
14049,U1131,2025-10-15 08:14:29,2025-10-15 08:18:29,289,1708,887,1222,75,72.2
14050,U0798,2025-10-15 08:27:01,2025-10-15 08:33:01,150,104,977,873,60,56.3
14051,U0226,2025-10-15 08:28:54,2025-10-15 08:34:54,170,1683,1242,1111,73,68.3
14052,U0191,2025-10-15 08:56:03,2025-10-15 09:02:03,1657,252,978,1138,79,75.0
14053,U0997,2025-10-15 08:59:48,2025-10-15 09:04:48,289,1709,920,1107,83,79.8
14054,U1301,2025-10-15 08:18:56,2025-10-15 08:24:56,277,1713,1335,1008,94,89.7
14055,U0867,2025-10-15 08:19:44,2025-10-15 08:22:44,1557,87,1162,764,61,58.2
14056,U0738,2025-10-15 08:25:00,2025-10-15 08:31:00,94,119,1292,915,80,74.9
14057,U0696,2025-10-15 08:33:53,2025-10-15 08:37:53,1653,272,1344,941,94,91.7
14058,U0939,2025-10-15 08:11:10,2025-10-15 08:18:10,1573,178,987,1260,77,72.2
14059,U0394,2025-10-15 08:25:42,2025-10-15 08:30:42,271,1643,981,1018,71,68.1
14060,U0797,2025-10-15 08:11:37,2025-10-15 08:17:37,120,123,1275,1086,84,79.1
14061,U1323,2025-10-15 08:13:55,2025-10-15 08:17:55,267,1554,871,1181,99,96.3
14062,U0439,2025-10-15 08:23:26,2025-10-15 08:29:26,1665,147,1004,1137,75,71.3
14063,U0087,2025-10-15 08:29:46,2025-10-15 08:33:46,1508,204,961,781,81,78.5
14064,U0487,2025-10-15 08:46:30,2025-10-15 08:53:30,1617,149,874,1103,91,86.3
14065,U0327,2025-10-15 08:41:07,2025-10-15 08:45:07,1603,286,1107,925,57,54.4
14066,U0462,2025-10-15 08:51:26,2025-10-15 08:59:26,55,109,1055,915,99,94.2
14067,U0252,2025-10-15 08:57:47,2025-10-15 09:04:47,339,1675,1338,988,55,50.7
14068,U0862,2025-10-15 08:05:41,2025-10-15 08:10:41,232,1578,1061,1087,88,84.9
14069,U0491,2025-10-15 08:15:09,2025-10-15 08:19:09,1606,189,1078,910,71,67.6
14070,U0677,2025-10-15 08:20:47,2025-10-15 08:27:47,347,1731,1035,777,84,80.0
14071,U1196,2025-10-15 08:52:36,2025-10-15 08:58:36,367,1883,977,653,80,74.9
14072,U1022,2025-10-15 08:51:29,2025-10-15 08:56:29,1762,167,1142,1091,95,91.0
14073,U0524,2025-10-15 08:02:56,2025-10-15 08:06:56,1451,44,998,1007,53,48.9
14074,U0118,2025-10-15 08:13:45,2025-10-15 08:18:45,124,148,892,982,66,62.3
14075,U0795,2025-10-15 08:55:41,2025-10-15 09:02:41,1714,314,669,1256,97,92.6
14076,U1077,2025-10-15 08:26:37,2025-10-15 08:33:37,0,18,1108,972,58,52.2
14077,U0051,2025-10-15 08:20:28,2025-10-15 08:24:28,201,165,897,705,73,69.6
14078,U0055,2025-10-15 08:26:44,2025-10-15 08:32:44,141,135,1037,817,70,66.1
14079,U0718,2025-10-15 08:37:58,2025-10-15 08:42:58,160,189,1028,755,73,69.4
14080,U0694,2025-10-15 08:36:53,2025-10-15 08:44:53,105,38,1172,977,95,89.7
14081,U0766,2025-10-15 08:04:21,2025-10-15 08:10:21,377,1676,963,761,44,39.8
14082,U1382,2025-10-15 08:58:41,2025-10-15 09:04:41,1464,257,946,1247,41,37.2
14083,U0536,2025-10-15 08:35:19,2025-10-15 08:41:19,1590,153,1272,1025,88,84.5
14084,U1293,2025-10-15 08:39:43,2025-10-15 08:44:43,146,1735,995,1094,52,48.2
14085,U0193,2025-10-15 08:53:42,2025-10-15 08:58:42,329,1697,1249,975,82,78.2
14086,U0234,2025-10-15 08:08:32,2025-10-15 08:16:32,40,149,1185,1048,82,77.3
14087,U1360,2025-10-15 08:49:05,2025-10-15 08:52:05,355,1677,718,1327,74,72.2
14088,U0998,2025-10-15 08:12:29,2025-10-15 08:17:29,1582,382,884,1272,78,74.1
14089,U1184,2025-10-15 08:11:46,2025-10-15 08:16:46,120,179,1100,654,87,82.8
14090,U0150,2025-10-15 08:48:32,2025-10-15 08:54:32,1591,154,776,1141,40,36.1
14091,U1093,2025-10-15 08:30:09,2025-10-15 08:37:09,1545,123,699,1159,58,53.9
14092,U0034,2025-10-15 08:07:20,2025-10-15 08:13:20,1763,260,831,1152,64,58.9
14093,U0536,2025-10-15 08:35:32,2025-10-15 08:40:32,1590,80,1004,1203,70,66.1
14094,U0353,2025-10-15 08:22:55,2025-10-15 08:28:55,214,1634,1019,1113,93,90.1
14095,U0726,2025-10-15 08:01:05,2025-10-15 08:06:05,1671,190,1233,1174,89,85.4
14096,U0139,2025-10-15 08:59:13,2025-10-15 09:06:13,211,45,1119,1110,52,46.5
14097,U0464,2025-10-15 08:33:58,2025-10-15 08:38:58,264,1584,1254,1047,43,39.3
14098,U1182,2025-10-15 08:54:03,2025-10-15 08:58:03,1773,270,1222,1010,60,57.1
14099,U0395,2025-10-15 08:29:20,2025-10-15 08:35:20,335,1480,1097,824,84,80.9
14100,U1375,2025-10-15 08:56:16,2025-10-15 09:00:16,417,1646,1030,1196,45,42.4
14101,U0289,2025-10-15 08:43:46,2025-10-15 08:50:46,204,85,753,1198,45,40.7
14102,U0019,2025-10-15 08:30:37,2025-10-15 08:36:37,114,137,792,1335,88,82.9
14103,U1083,2025-10-15 08:41:36,2025-10-15 08:46:36,343,1689,969,809,77,73.5
14104,U0802,2025-10-15 08:51:11,2025-10-15 08:57:11,29,99,920,1000,74,69.7
14105,U0913,2025-10-15 08:56:57,2025-10-15 09:03:57,344,1894,1131,988,78,73.5
14106,U1038,2025-10-15 08:58:37,2025-10-15 09:05:37,1479,127,719,1101,75,71.1
14107,U0716,2025-10-15 08:16:06,2025-10-15 08:22:06,282,1832,1148,892,40,35.3
14108,U0900,2025-10-15 08:27:54,2025-10-15 08:34:54,259,1748,1294,1036,79,74.4
14109,U0363,2025-10-15 08:12:47,2025-10-15 08:17:47,352,0,905,838,95,91.3
14110,U0701,2025-10-15 08:26:05,2025-10-15 08:30:05,1515,232,1177,1123,89,85.5
14111,U0458,2025-10-15 08:32:15,2025-10-15 08:37:15,1570,320,607,1167,62,57.5
14112,U1253,2025-10-15 08:38:34,2025-10-15 08:44:34,1637,321,711,1165,53,48.7
14113,U0077,2025-10-15 08:53:43,2025-10-15 08:58:43,393,1730,990,894,96,92.6
14114,U0379,2025-10-15 08:27:11,2025-10-15 08:34:11,394,1822,1030,610,81,76.6
14115,U1384,2025-10-15 08:49:22,2025-10-15 08:54:22,1625,252,1249,1068,49,45.5
14116,U0046,2025-10-15 08:39:41,2025-10-15 08:44:41,1690,267,913,880,95,91.8
14117,U0304,2025-10-15 08:21:20,2025-10-15 08:25:20,1758,147,1257,850,71,68.3
14118,U0488,2025-10-15 08:11:07,2025-10-15 08:18:07,16,0,1241,1093,66,59.7
14119,U0549,2025-10-15 08:15:49,2025-10-15 08:20:49,1695,247,1204,1086,41,37.8
14120,U0479,2025-10-15 08:27:23,2025-10-15 08:32:23,1665,218,1059,1080,83,79.3
14121,U0519,2025-10-15 08:43:22,2025-10-15 08:48:22,302,1771,952,911,59,54.7
14122,U0713,2025-10-15 08:04:23,2025-10-15 08:10:23,225,1594,1047,1037,42,38.1
14123,U0841,2025-10-15 08:06:28,2025-10-15 08:10:28,287,1670,967,809,51,47.7
14124,U1118,2025-10-15 08:43:35,2025-10-15 08:50:35,1494,107,863,1090,42,38.1
14125,U0558,2025-10-15 08:08:15,2025-10-15 08:14:15,203,1688,1146,966,91,87.3
14126,U0537,2025-10-15 08:24:47,2025-10-15 08:29:47,341,1723,968,923,84,80.3
14127,U0256,2025-10-15 08:46:49,2025-10-15 08:50:49,338,1693,767,1258,88,85.6
14128,U1484,2025-10-15 08:33:52,2025-10-15 08:39:52,301,1703,1257,1024,47,43.0
14129,U0886,2025-10-15 08:03:52,2025-10-15 08:07:52,1526,298,1200,1098,57,53.7
14130,U1215,2025-10-15 08:40:48,2025-10-15 08:44:48,325,1749,886,1164,63,60.0
14131,U0874,2025-10-15 08:59:29,2025-10-15 09:03:29,410,1687,1097,1258,99,95.9
14132,U0567,2025-10-15 08:57:01,2025-10-15 09:03:01,1604,145,762,1206,53,48.7
14133,U1371,2025-10-15 08:10:38,2025-10-15 08:13:38,1333,313,1086,890,80,77.8
14134,U0144,2025-10-15 08:26:45,2025-10-15 08:32:45,1539,260,956,1126,43,39.1
14135,U1217,2025-10-15 08:11:56,2025-10-15 08:18:56,0,114,1003,1116,96,91.0
14136,U0459,2025-10-15 08:31:30,2025-10-15 08:36:30,1600,170,1126,1042,74,70.9
14137,U0393,2025-10-15 08:19:08,2025-10-15 08:27:08,1797,167,740,1214,40,35.4
14138,U0387,2025-10-15 08:13:28,2025-10-15 08:17:28,364,1813,799,1148,84,80.9
14139,U0630,2025-10-15 08:17:13,2025-10-15 08:22:13,1592,243,1202,1006,95,91.7
14140,U1168,2025-10-15 08:03:33,2025-10-15 08:09:33,61,69,936,839,87,82.4
14141,U0970,2025-10-15 08:53:48,2025-10-15 08:59:48,1600,106,969,1198,69,64.0
14142,U0417,2025-10-15 08:58:57,2025-10-15 09:02:57,253,1717,832,1215,82,79.6
14143,U0623,2025-10-15 08:03:34,2025-10-15 08:06:34,396,1734,873,1180,69,66.5
14144,U0349,2025-10-15 08:09:50,2025-10-15 08:12:50,345,1617,940,1099,64,60.9
14145,U1319,2025-10-15 08:05:21,2025-10-15 08:10:21,230,1701,1080,1040,56,52.2
14146,U1362,2025-10-15 08:55:54,2025-10-15 09:02:54,199,92,983,1006,44,39.3
14147,U0495,2025-10-15 08:17:12,2025-10-15 08:23:12,1551,271,853,1146,49,45.1
14148,U1155,2025-10-15 08:59:08,2025-10-15 09:03:08,350,1726,994,1095,58,54.8
14149,U1407,2025-10-15 08:53:31,2025-10-15 09:00:31,194,1726,1025,849,56,51.6
14150,U0965,2025-10-15 08:14:32,2025-10-15 08:20:32,1661,281,845,1145,67,63.1
14151,U1029,2025-10-15 08:16:20,2025-10-15 08:23:20,57,123,815,1165,97,92.2
14152,U0827,2025-10-15 08:04:55,2025-10-15 08:08:55,404,1630,1031,743,77,73.0
14153,U0842,2025-10-15 08:26:39,2025-10-15 08:31:39,306,1803,1104,728,44,38.7
14154,U0113,2025-10-15 08:17:24,2025-10-15 08:22:24,348,1641,1186,888,92,88.2
14155,U1084,2025-10-15 08:51:34,2025-10-15 08:58:34,84,63,859,1318,58,53.4
14156,U1089,2025-10-15 08:12:47,2025-10-15 08:19:47,1595,68,942,1159,41,36.8
14157,U0828,2025-10-15 08:52:58,2025-10-15 08:56:58,1569,444,1042,1132,66,62.9
14158,U0369,2025-10-15 08:33:17,2025-10-15 08:37:17,369,1635,1204,1055,85,81.7
14159,U0382,2025-10-15 08:15:36,2025-10-15 08:22:36,0,133,1112,689,44,39.5
14160,U1496,2025-10-15 08:32:22,2025-10-15 08:36:22,202,1618,823,1175,68,65.5
14161,U0825,2025-10-15 08:37:52,2025-10-15 08:46:52,131,63,1299,1081,70,64.7
14162,U0141,2025-10-15 08:13:30,2025-10-15 08:17:30,272,1731,1008,998,89,85.0
14163,U1178,2025-10-15 08:30:43,2025-10-15 08:36:43,66,146,907,1097,44,39.1
14164,U0955,2025-10-15 08:47:55,2025-10-15 08:51:55,355,1745,879,1218,65,62.2
14165,U0293,2025-10-15 08:01:28,2025-10-15 08:07:28,121,55,1060,1060,72,67.4
14166,U0438,2025-10-15 08:37:27,2025-10-15 08:43:27,1571,207,801,1292,92,86.7
14167,U0866,2025-10-15 08:20:36,2025-10-15 08:26:36,187,1587,1109,780,64,59.9
14168,U1069,2025-10-15 08:11:27,2025-10-15 08:18:27,32,26,888,1021,45,41.0
14169,U0616,2025-10-15 08:25:29,2025-10-15 08:32:29,116,123,1061,894,91,86.8
14170,U0815,2025-10-15 08:43:58,2025-10-15 08:49:58,1586,292,887,1146,69,64.9
14171,U1363,2025-10-15 08:16:43,2025-10-15 08:22:43,1556,174,1071,1097,93,89.0
14172,U0932,2025-10-15 08:38:46,2025-10-15 08:41:46,366,1642,851,1069,57,54.0
14173,U1467,2025-10-15 08:20:31,2025-10-15 08:26:31,1596,102,1062,1073,58,53.9
14174,U1347,2025-10-15 09:42:37,2025-10-15 09:49:37,80,154,808,1246,93,89.0
14175,U0403,2025-10-15 09:29:10,2025-10-15 09:33:10,1735,104,1056,745,94,90.6
14176,U0327,2025-10-15 09:59:11,2025-10-15 10:07:11,30,0,985,1023,53,48.2
14177,U0203,2025-10-15 09:38:53,2025-10-15 09:44:53,1688,192,908,1172,81,76.0
14178,U1419,2025-10-15 09:41:51,2025-10-15 09:47:51,177,1789,834,1078,61,57.6
14179,U1378,2025-10-15 09:24:55,2025-10-15 09:29:55,1531,319,683,1189,91,87.2
14180,U0178,2025-10-15 09:12:53,2025-10-15 09:18:53,1666,188,1053,1254,60,55.2
14181,U0464,2025-10-15 09:16:11,2025-10-15 09:23:11,1657,247,815,1196,98,93.7
14182,U0475,2025-10-15 09:01:10,2025-10-15 09:09:10,191,0,762,1267,80,74.6
14183,U0950,2025-10-15 09:14:32,2025-10-15 09:21:32,120,183,1075,1045,71,66.6
14184,U0794,2025-10-15 09:37:42,2025-10-15 09:45:42,1529,121,840,1273,83,78.4
14185,U0699,2025-10-15 09:53:13,2025-10-15 09:58:13,1551,400,847,1055,96,92.9
14186,U0548,2025-10-15 09:50:16,2025-10-15 09:56:16,265,1709,997,962,77,73.1
14187,U0603,2025-10-15 09:46:35,2025-10-15 09:53:35,109,98,983,1150,82,77.1
14188,U1490,2025-10-15 09:11:41,2025-10-15 09:17:41,275,1835,1033,1136,71,67.7
14189,U0821,2025-10-15 09:03:37,2025-10-15 09:07:37,1606,280,960,964,90,86.8
14190,U1122,2025-10-15 09:19:22,2025-10-15 09:24:22,1657,142,1150,831,67,63.9
14191,U1410,2025-10-15 09:47:11,2025-10-15 09:52:11,260,15,1019,721,60,56.8
14192,U0001,2025-10-15 09:10:23,2025-10-15 09:16:23,127,57,983,681,98,94.0
14193,U0190,2025-10-15 09:57:33,2025-10-15 10:03:33,1574,278,754,1152,59,54.7
14194,U1387,2025-10-15 09:46:29,2025-10-15 09:53:29,1558,226,699,1231,78,73.0
14195,U1269,2025-10-15 09:47:42,2025-10-15 09:53:42,1604,187,762,1346,44,39.3
14196,U0156,2025-10-15 09:57:14,2025-10-15 10:01:14,307,1703,883,1290,45,42.3
14197,U1458,2025-10-15 09:35:09,2025-10-15 09:39:09,1668,294,967,1113,68,63.8
14198,U1181,2025-10-15 09:30:29,2025-10-15 09:38:29,33,128,1135,1228,83,78.0
14199,U1202,2025-10-15 09:06:36,2025-10-15 09:12:36,1383,280,893,1248,42,38.2
14200,U0583,2025-10-15 09:26:29,2025-10-15 09:32:29,1759,151,909,787,87,83.2
14201,U0874,2025-10-15 09:40:42,2025-10-15 09:48:42,125,92,1182,1096,74,69.1
14202,U1034,2025-10-15 09:05:41,2025-10-15 09:10:41,1655,127,1134,1066,96,92.4
14203,U1440,2025-10-15 09:59:40,2025-10-15 10:04:40,205,183,938,725,82,78.9
14204,U1172,2025-10-15 09:03:29,2025-10-15 09:08:29,185,1638,1079,1080,62,58.8
14205,U0118,2025-10-15 09:07:15,2025-10-15 09:10:15,254,1673,824,1141,80,76.9
14206,U0682,2025-10-15 09:28:01,2025-10-15 09:35:01,57,7,909,1118,96,91.5
14207,U1061,2025-10-15 09:12:42,2025-10-15 09:16:42,1598,198,975,1021,99,95.0
14208,U0617,2025-10-15 09:40:59,2025-10-15 09:43:59,336,1662,684,1188,72,70.0
14209,U0201,2025-10-15 09:49:50,2025-10-15 09:52:50,1449,147,883,781,71,68.1
14210,U0268,2025-10-15 09:24:54,2025-10-15 09:31:54,248,1687,1125,754,52,46.9
14211,U1252,2025-10-15 09:44:31,2025-10-15 09:48:31,1493,234,927,739,56,53.2
14212,U1453,2025-10-15 09:23:02,2025-10-15 09:29:02,364,1629,1385,1000,93,89.4
14213,U0340,2025-10-15 09:01:37,2025-10-15 09:08:37,429,1802,1089,752,58,53.2
14214,U0999,2025-10-15 09:04:36,2025-10-15 09:09:36,419,1657,1259,965,50,45.7
14215,U0791,2025-10-15 09:47:06,2025-10-15 09:52:06,1607,159,1154,995,43,39.6
14216,U0416,2025-10-15 09:55:14,2025-10-15 10:01:14,152,1624,994,868,48,44.1
14217,U0522,2025-10-15 09:45:55,2025-10-15 09:50:55,113,176,974,747,95,91.1
14218,U0699,2025-10-15 09:47:27,2025-10-15 09:53:27,1616,160,1176,1051,97,93.6
14219,U0534,2025-10-15 09:35:25,2025-10-15 09:42:25,239,1755,1135,938,64,60.1
14220,U1025,2025-10-15 09:53:46,2025-10-15 10:01:46,222,104,1225,1092,80,75.1
14221,U1363,2025-10-15 09:17:37,2025-10-15 09:21:37,0,131,928,735,50,46.3
14222,U0195,2025-10-15 09:31:30,2025-10-15 09:35:30,259,1798,745,1211,79,76.2
14223,U0521,2025-10-15 09:32:25,2025-10-15 09:36:25,191,1747,780,1272,79,76.5
14224,U1279,2025-10-15 09:41:28,2025-10-15 09:47:28,1514,271,911,1131,63,59.5
14225,U0689,2025-10-15 09:08:18,2025-10-15 09:15:18,0,133,772,1221,53,48.2
14226,U0113,2025-10-15 09:38:09,2025-10-15 09:44:09,132,167,1021,942,75,71.0
14227,U0471,2025-10-15 09:38:51,2025-10-15 09:44:51,1659,200,972,875,84,80.5
14228,U0334,2025-10-15 09:58:46,2025-10-15 10:04:46,266,1633,1261,1082,72,68.2
14229,U0622,2025-10-15 09:21:42,2025-10-15 09:25:42,1588,201,794,816,67,63.6
14230,U0546,2025-10-15 09:13:00,2025-10-15 09:18:00,1631,284,997,1166,95,91.2
14231,U1436,2025-10-15 09:18:19,2025-10-15 09:25:19,74,201,838,1317,89,84.9
14232,U0557,2025-10-15 09:13:17,2025-10-15 09:18:17,1584,300,954,920,97,93.6
14233,U1115,2025-10-15 09:54:08,2025-10-15 10:00:08,222,1666,1118,788,53,48.8
14234,U0151,2025-10-15 09:40:21,2025-10-15 09:44:21,1585,152,1219,935,74,70.6
14235,U1133,2025-10-15 09:37:15,2025-10-15 09:42:15,203,0,1002,712,42,38.3
14236,U0034,2025-10-15 09:41:57,2025-10-15 09:47:57,293,1545,1068,736,47,43.6
14237,U1310,2025-10-15 09:13:30,2025-10-15 09:18:30,308,1703,1217,1027,66,62.1
14238,U0078,2025-10-15 09:57:06,2025-10-15 10:03:06,0,144,1017,1040,48,43.1
14239,U1177,2025-10-15 09:36:39,2025-10-15 09:40:39,285,1803,985,1204,42,38.6
14240,U1026,2025-10-15 09:09:01,2025-10-15 09:15:01,248,1695,991,1073,56,52.7
14241,U0443,2025-10-15 09:11:30,2025-10-15 09:16:30,105,140,960,708,53,49.2
14242,U0854,2025-10-15 09:08:43,2025-10-15 09:12:43,1673,213,988,1043,87,83.2
14243,U0277,2025-10-15 09:58:31,2025-10-15 10:02:31,1648,134,953,821,52,48.8
14244,U0144,2025-10-15 09:30:29,2025-10-15 09:36:29,1618,71,807,1155,42,37.0
14245,U0150,2025-10-15 09:42:16,2025-10-15 09:45:16,282,1732,723,1234,49,46.3
14246,U1426,2025-10-15 09:29:26,2025-10-15 09:33:26,1456,102,999,850,81,78.2
14247,U1090,2025-10-15 09:13:54,2025-10-15 09:17:54,411,1721,953,1103,82,79.5
14248,U0095,2025-10-15 09:56:48,2025-10-15 10:02:48,42,74,813,1194,78,73.7
14249,U1438,2025-10-15 09:56:17,2025-10-15 09:59:17,1523,262,1133,664,42,40.0
14250,U0277,2025-10-15 09:48:32,2025-10-15 09:52:32,1464,225,1218,1113,60,56.7
14251,U0495,2025-10-15 09:27:00,2025-10-15 09:33:00,1646,317,702,1172,81,76.1
14252,U0528,2025-10-15 09:40:41,2025-10-15 09:45:41,227,1597,1056,1067,46,42.5
14253,U0956,2025-10-15 09:03:13,2025-10-15 09:07:13,319,1751,802,1199,70,67.4
14254,U1313,2025-10-15 09:25:02,2025-10-15 09:30:02,1536,80,921,724,45,41.9
14255,U1464,2025-10-15 09:42:07,2025-10-15 09:49:07,1669,113,1067,1214,76,71.0
14256,U1487,2025-10-15 09:42:46,2025-10-15 09:47:46,183,209,1037,1093,85,81.3
14257,U0467,2025-10-15 09:27:00,2025-10-15 09:30:00,408,1857,709,1203,62,59.4
14258,U0014,2025-10-15 09:15:03,2025-10-15 09:20:03,1594,260,1196,975,68,65.3
14259,U1111,2025-10-15 09:52:47,2025-10-15 09:59:47,109,1798,1094,872,91,85.8
14260,U0297,2025-10-15 09:30:25,2025-10-15 09:35:25,240,159,951,846,66,62.6
14261,U0567,2025-10-15 09:45:50,2025-10-15 09:52:50,1555,133,724,1149,75,70.8
14262,U1096,2025-10-15 09:19:03,2025-10-15 09:25:03,209,101,1157,1026,61,57.0
14263,U0659,2025-10-15 09:58:41,2025-10-15 10:03:41,1643,323,1012,872,52,49.2
14264,U0041,2025-10-15 09:50:09,2025-10-15 09:54:09,260,1636,947,1063,88,84.8
14265,U0913,2025-10-15 09:07:28,2025-10-15 09:14:28,1583,110,759,1213,76,71.0
14266,U1293,2025-10-15 09:09:46,2025-10-15 09:15:46,1540,128,941,1228,81,77.1
14267,U0628,2025-10-15 09:12:42,2025-10-15 09:19:42,265,73,1211,980,56,51.7
14268,U0267,2025-10-15 09:27:10,2025-10-15 09:33:10,1561,308,659,1206,40,36.2
14269,U0440,2025-10-15 09:10:04,2025-10-15 09:16:04,1510,124,1091,1029,79,76.0
14270,U0082,2025-10-15 09:02:09,2025-10-15 09:08:09,341,1846,996,1071,97,93.9
14271,U0950,2025-10-15 09:52:37,2025-10-15 09:57:37,1456,193,1049,1072,69,65.3
14272,U0134,2025-10-15 09:04:29,2025-10-15 09:08:29,275,1730,1058,1108,96,92.3
14273,U0331,2025-10-15 09:36:28,2025-10-15 09:43:28,84,74,813,1210,46,41.0
14274,U0398,2025-10-15 09:18:38,2025-10-15 09:24:38,316,1656,1119,799,92,87.6
14275,U0775,2025-10-15 09:25:04,2025-10-15 09:29:04,245,1651,1026,1210,73,70.0
14276,U1035,2025-10-15 09:58:01,2025-10-15 10:03:01,1579,17,1133,939,94,90.0
14277,U1022,2025-10-15 09:16:04,2025-10-15 09:23:04,186,182,1106,1057,54,49.9
14278,U0346,2025-10-15 09:35:57,2025-10-15 09:43:57,249,1760,1336,905,92,86.6
14279,U0002,2025-10-15 09:54:59,2025-10-15 10:00:59,1714,180,791,1255,80,74.7
14280,U1456,2025-10-15 09:09:11,2025-10-15 09:16:11,193,21,654,1213,50,46.1
14281,U0002,2025-10-15 09:10:40,2025-10-15 09:16:40,1531,230,1031,1156,98,94.4
14282,U1430,2025-10-15 09:11:02,2025-10-15 09:18:02,221,1761,1055,745,41,37.0
14283,U0522,2025-10-15 09:22:42,2025-10-15 09:28:42,22,78,710,1039,67,62.5
14284,U0580,2025-10-15 09:25:04,2025-10-15 09:30:04,277,1712,1022,902,67,62.8
14285,U0326,2025-10-15 09:30:12,2025-10-15 09:36:12,1534,143,1030,1162,67,62.5
14286,U0775,2025-10-15 09:46:21,2025-10-15 09:51:21,1632,142,1011,1056,84,80.2
14287,U0994,2025-10-15 09:41:55,2025-10-15 09:45:55,281,1729,724,984,88,84.7
14288,U0071,2025-10-15 09:42:26,2025-10-15 09:47:26,1589,127,1000,1107,52,47.8
14289,U1041,2025-10-15 09:03:37,2025-10-15 09:11:37,61,154,1071,1188,46,40.3
